week_start,start_timestamp_ms,end_timestamp_ms,BTC-PERPETUAL,ETH-PERPETUAL,SOL_USDC-PERPETUAL,PAXG_USDC-PERPETUAL,BTC_USDC-PERPETUAL,ETH_USDC-PERPETUAL,XRP_USDC-PERPETUAL,UNI_USDC-PERPETUAL,DOGE_USDC-PERPETUAL,ADA_USDC-PERPETUAL,LINK_USDC-PERPETUAL,BCH_USDC-PERPETUAL,AVAX_USDC-PERPETUAL,LTC_USDC-PERPETUAL,DOT_USDC-PERPETUAL,TRX_USDC-PERPETUAL,NEAR_USDC-PERPETUAL,BNB_USDC-PERPETUAL,TRUMP_USDC-PERPETUAL,ALGO_USDC-PERPETUAL
2026-05-11,1778457600000,1779062399999,0.00013061744015348083,0.00043679423795561263,0.0010991830403056745,0.00013949592199950743,0.00013837433382988298,0.001034526777663733,-0.00026044151070121486,0.0003133575780361927,-0.0007320430659820386,-0.001966749786570219,0.004690560969807192,-0.0029582459793828183,0.002544655342336735,9.107185230879153e-05,0.0009522287925240092,-0.002693144143763056,-0.0030118852733460326,0.005381430621870391,-0.003201609130765849,0.00023928677715379418
